1890,1900,1982,1900,1900,1800,900,1795,1795,1795,1850,1750,1000,899,899,1500,2350,3400,3900,3703,3100,2993,2150,1900
1800,1900,2806.11,2600,2250,2250,1900,1800,1795,1800,1795,1794,1795,1794,1795,1794,2250,3400,3900,3500,3000,2993,2250,2100
1900,1248,1800,1795,1795,1800,1800,2300,2099,1700,1690,1794,1795,1795,1795,1794,2350,3400,4298,3400,2694,2694,1900,1795
1900,1795,2100,1900,1900,2100,2100,3189,2690,2100,2100,1900,1794,1794,1800,1800,2300,3400,4100,3600,2600,2585,2001,1748
1889,1889,1889,1889,1889,1889,1889,2700,3000,2740,2700,2499,2649,2649,2650,2750,2700,3588,4100,3600,2993,3100,2100,1850
1598,1799,1799,1799,1799,1799,1799,3300,3300,2950,2900,2500,2385,2399,2219,2500,3200,4100,4457,4100,3500,3500,2500,2100
1598,2000,2100,2000,2100,2100,1900,3450,2900,2700,1690,1540,1540,1540,1548,1790,3521,4375,5100,4900,4433,4500,2840,2100
1680,1680,2100,1900,1900,1680,1000,2475,2350,2030,1530,1380,1150,1150,1150,1380,2800,4098,5200,4698,4254,4488,2480,1680
1680,1680,1680,1680,1680,1200,609,1750,1499,1750,1409,790,575,575,788,1005,1820,3850,4500,4418,3900,4800,2700,1680
2100,1900,2000,1947,1967,2100,2100,3300,2894,2680,2600,1499,1527,1527,1499,1499,3166,4000,4517.2,4500,4358,4418,3200,1900
2200,2000,2000,2000,2000,2300,1900,3700,4534,4353,2800,2590,1527,2599,2599,2599,3700,4800,4897,5000,4200,4800,3000,2250
1950,1680,1680,1680,1680,1950,1680,4911.62,6662.03,6666.46,6648.8,2730,1862,1527,2585,2730,3288,4341,4855,5200,5107,4634,3288,2000
2500,2050,2050,2050,2050,2748,1950,4157,4672,4500,3799,2585,2150,2231,2644,2890,3493,4100,5000,4600,4536,4100,2844,1900
2700,2449,2449,2000,2449,2449,2449,3470,4064,3600,3180,2440,2220,1999,2050,1527,2900,3300,4417,4046.51,3700,3300,2680,2034.99
2916.92,2850,2850,2699,2770,2770,1983,3155,3400,3140,2624,1350,1220,1220,1220,1120,2640,4078,6600,6200,4462,4319,3400,2400
1900,1900,1680,1680,1680,1680,1000,2474,2750,2739,2140,560,490,440,438,490,1200,3250,6000,5800,3900,3650,2740,1490
2100,2100,2100,2100,2100,2100,2300,5557.92,6878.99,6874.39,6877.02,2750,2799,2799,2799,2799,5393.5,5646,7391.99,7389.47,5800,6000,4078,2916.9
2916.01,2916.93,2915.39,2900,2915.37,2912.94,2952.59,4688.82,4896,4392,3499.99,2299.5,1699,2299.5,2399,3279,3623.92,4285,6200,5900,5553,5289,3600,2744
2844,2500,2500,2449,2500,2844,2500,4450,5500,5785,3500,3311,1679,3179,3488,3200,3437.47,4426,6600,6431,5300,5000,3179,2449
2200,2200,2200,1900,2200,2500,2200,4194,4700,4100,2900,675,280,675,675,675,2000,4140,5999,6100,5961.86,5200,3200,1849
2300,2449,2300,2149,2200,2592,1680,3250,3092,3093,1589,110,100,189,195,999,2988,4060,4349.38,5401.66,4300,4605.53,2800,1000
3000,2912.25,2850,2850,2850,2950,2970,5200,4000,3915,3200,2100,1051,980,980,3915,5600,7500,7500,7500,7500,7500,7500,3000
2970,1500,950,950,950,1200,1500,2220,2850,2820,2820,2999,2999,2999,2999,2999,3980,5000,6600,7471.11,6600,6600,4200,2970
2500,2250,675,800,900,2250,3000,5600,6300,4900,3900,4400,3420,4600,5374.43,3680,4500,5600,7438.73,7467.92,7399.48,5800,4000,3000
2930,2050,675,675,675,2050,2970,3900,4198,3633,2940,2700,1690,2150,2700,2940,4100,5300,7500,7500,7500,5700,4000,3000
2942.03,2100,1299,1299,1780,2400,3000,3300,3450,3307,3173,2900,2300,2493,2900,3280,3475,5300,6200,6600,6000,5000,5200,3000
2400,675,500,500,500,800,2400,3100,3100,2650,2120,1210,470,675,675,1233,2900,3980,4500,5159,4500,4000,3499.99,3000
1150,470,450,450,470,650,1900,2750,2744.98,1800,550,420,200,400,200,470,2700,3550,4800,5600,5400,5800,4100,3000
3000,3000,3000,3000,3000,3000,3000,5600,3900,2550,2550,2400,2350,2350,2400,5600,5600,7500,7500,7500,7500,7500,7500,3000
3000,2600,1850,455,1850,1850,3500,2150,3100,3090,3100,1780,980,2350,3100,1850,6500,7100,7500,7500,7394.74,6900,3000,
2500,2300,2100,999,2100,2900,3000,3717,3906,3500,1820,1750,1650,1500,1650,1650,1544,1991,4700,6100,6700,5600,4100,2950
1900,723,723,723,723,800,2350,3800,4400,3400,739,640,640,723,739,739,739,2643,4842,5600,5750,5300,4200,2974.59
1878,499,465,465,465,499,2250,4097,3876.74,2770,2110,1600,1799,1700,1600,1540,1799,2500,4100,5700,6102,5100,4100,3000
727.14,465,300,270,300,465,1890,4200,5281,5800,2950,1799,1599,1600,1600,1799,2000,3039,4300,5200,6000,5500,3950,3000
1649,465,465,300,250,465,1700,3300,3381,3035,1800,1600,1590,1599,1599,1599,1599,2445,3459,3900,4400,4169,3598,2977.42
1300,377,198.9,150,150,197,1300,2300,2300,1800,1250,440,460,460,440,465,1390,1990,2900,3200,2800,2900,2943,1695
1300,999,373,194,150,140,373,1800,288,50,50,50,50,50,50,50,95,1950,3032,3300,3700,3700,3200,2100
1450,1300,550,194,194,799,1400,3284,2600,2000,2150,2400,1300,1300,1550,1550,1800,2984,3400,3700,4200,4200,3700,2650
2915.49,1400,1198,1145,798,1300,2100,3690,3000,2300,1590,2350,1145,1194,2889,2400,1800,2300,3400,4162,4554.45,4200,3700,2850
2700,1800,1600,1130,1130,1600,2950,3579,2899,2300,2100,2399,1700,1700,1400,1700,1700,2050,3680,3680,4200,4500,3700,2900
2914.89,2100,1900,1800,1800,1800,2900,3957.73,3099,2400,2880,2879,1790,2000,2880,2879,2295,2500,3680,4023.63,4900,4600,3680,2917.05
3000,2500,2200,2000,2000,2200,2900,4100,3300,2199,1789,1498,1980,1980,1780,1780,1990,2298,3996.6,3900,4200,4200,4250,3000
2700,2200,1900,1900,1900,1900,1900,2700,2799,2799,2000,1890,1600,1600,1400,1899,2930,4400,2800,3000,3602,3660,3400,2900
2800,2800,2600,2600,2600,2600,2800,2600,2650,2650,2600,1600,1400,1600,1400,1399,1389,1800,3000,3340,4200,4200,3845,3000
3000,3000,3000,2970,3000,3000,3000,5100,5900,4500,3199,2850,2683,2260,2000,2950,3200,3230,4190,5700,6500,6500,5300,3000
3000,2600,2500,2500,2500,2500,2900,3923.88,3869.98,3350,2850,2925,1998,2080,2929,3350,3450,4230,5000,5247,6188,6100,5100,3000
3000,2800,2756.58,2718.15,2714.93,2800,3000,4500,5541,4988,4113.43,3500,2698,3020,3500,3669,3745,4500,6100,6187.42,7200,7153.88,6188.58,3000
3000,2800,2700,2242.42,2372,2499,3000,4700,5535.42,5800,4700,4100,3900,3999.01,3999.01,3900,3925,4100,5000,5300,6500,6500,5686.9,3000
3000,2400,2300,2300,2300,2600,3000,4191,4300,4027.28,3066,2987,2650,2650,2350,2600,2350,2850,5000,6300,7500,7500,6600,3000
3000,3000,3000,2980,2970,2823,3000,2800,2550,2550,2537.3,1490,1490,1490,1450,1790,1987,2620,3185,4149.32,4800,4800,3800,3000
3000,2913.14,2600,2600,2500,2600,3000,3300,3180,3040,1950,890,749,550,450,745,1299,3129,4130,5300,6998.74,6997.57,5700,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,6500,5000,3700,3180,3180,4190,4035.06,5600,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6452,5000,3745,933,788,933,2350,3195,3304,4157.02,6100,7500,7500,7500,7000,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,6900,6900,3897.52,3000,3195,3750,3484,4190,5139,6500,7500,7500,7500,6700,3000
3000,3000,3000,3000,3000,3000,3000,5500,6482,5339,4311,4025.83,3395,3395,3954.79,3640,3996.32,4500,6300,7500,7500,7500,6785,3000
3000,3000,3000,3000,3000,3000,3000,5096.78,6656,5601,4300,3300,2400,1998,3000,3062,3300,3532,5200,6500,7500,7500,6699,3000
3000,3000,3000,3000,3000,3000,3000,3900,3745,3600,2999,3400,3170,2990,3000,2400,3100,3400,5100,6600,6600,7200,7500,3000
3000,3000,2960,2700,2700,2700,2900,3900,3158,2990,2050,1450,1450,1450,1450,1397,2399.99,4125,5300,6300,7500,7200,5700,3000
3000,2900,2699,2600,2600,2900,3000,4500,4300,3250,3399,999,757,588,3000,1850,2014,3795,5500,5900,6500,6535,5700,3000
3000,3000,2550,2550,2550,3000,3000,4500,3954.79,2999,2400,345,200,345,410,545,1450,2950,4800,5500,6500,6339,5300,3000
3000,2700,2450,2400,2400,2400,2894,3500,3800,3200,2399,2000,1800,1800,2000,2399,3749,3950,5300,6100,7500,7500,7500,3000
3000,2800,2600,2800,2700,2750,3000,4000,3800,2980,2300,1490,747,747,1990,2300,3398,3200,6500,7239.28,7500,7500,7500,3000
3000,2900,2850,2850,2850,2857.54,3000,5600,4005,2650,1950,2100,1850,2100,1950,2050,2770,4030,6800,7500,7500,7500,7500,3000
3000,3000,2875.75,2850,2850,2850,3000,4200,3089,2300,1900,2750,2750,2750,2750,2750,2750,5600,7268.04,6700,6500,7000,7500,3000
3000,2900,2850,2850,2850,2750,2875.55,2900,2200,1990,1600,1400,1400,1400,1190,1400,2500,3300,7340.85,7500,7500,7500,7500,3000
3000,2800,2750,2750,2750,2750,2950,3500,3200,2300,1500,950,950,950,1890,1890,1980,3150,6600,6300,6100,6500,6300,3000
3000,2916.72,2900,2900,2900,2900,3000,5000,3500,2299,2099,500,460,500,1900,2099,3000,3700,6200,6500,7500,7500,7271.2,3000
3000,3000,2950,2950,2950,2950,3000,4905.61,5500,2800,2400,1900,1900,1900,2200,2200,3200,4200,7000,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,5600,2800,2200,1899,1450,2500,4600,5144,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,5600,3710,2162,1499,2000,2150,977,2196,2450,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,3700,3800,3749,2050,2950,2050,1859,1400,1890,2400,4100,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,3700,3150,1900,399,399,399,580,1890,1900,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,6900,4200,2900,390,390,1150,2402,3680,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,6900,6763.86,578,388,388,3000,3943,5122.36,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,6900,4000,3340,3340,999.99,4900,4900,5600,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,6752,3300,3000,2500,3070,3680,3780,5600,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6752.48,3770,2499,370,105,200,990,1398,2050,5400,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,3700,3895,3200,3070,3050,1450,1450,2450,1350,1890,4200,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,3700,3200,2799,2000,2999,2999,2970,3300,2990,1990,3300,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,3800,2950,1450,1250,1250,2950,3449,2450,5200,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,6900,3069,200,100,120,289,1398,1450,3810,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,4715,4100,3500,2929,100,100,100,164.88,2830,2899,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6838.48,5600,3400,100,98,99.99,100,2781,4820,5800,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,5900,4100,100,90,90,100,3400,4500,7500,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,4334.6,4165,4500,3050,1450,410,410,2949,2750,1850,4100,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,3789,4050,4050,2300,409,410,409,409,1450,2749,2900,7500,7500,7500,7500,7500,3000
3000,3000,2950,2954.41,2972.53,3000,3000,5600,6900,6400,6889,100,98,98,650,5600,5600,4530,7500,7500,7500,7500,7500,3000
3000,3000,3000,3000,3000,3000,3000,5600,6900,6900,5109,2900,2300,2800,5123.63,5600,5600,5700,7500,7500,7500,7500,7500,3000
3000,3000,650,1100,3000,3000,3000,5600,6900,6900,6900,5600,5600,5600,5600,5600,5600,7500,7500,7500,7500,7500,7500,3000
3000,3000,2900,650,2299,2900,3000,5400,5368,3440,405,405,98,98,88,588,1299,1990,5500,7000,7500,7500,7500,3000
3000,515,100,300,350,405,2986.44,5191,4500,2249,100,80,40,50,80,100,3100,6400,4857,7500,7500,7500,7500,3000
3200,3500,3500,3500,3500,3500,3500,5400,4950,4450,900,2500,650,496,100,2799,3999,7500,7500,7500,7500,7500,7500,6900
4526.07,4522.94,4527.13,4525.6,4523.42,4525.98,4522.23,4450,3000,2975,900,977,900,977,900,800,2950,7848.32,7847.49,7850.01,7849.45,9000,7847.78,6900
4797.23,4795.55,4730,4380,4745,4797.34,4792.26,5600,5547.87,5552.33,2000,1990,1497,1949,2050.92,2051.73,5000,8074.34,8077.89,8100,8072.14,8073.41,8075.32,6900
4795.5,4799.39,4796.91,4500,4777.85,4799.77,4796.49,5599.53,5572.73,5574.68,2090,2094.69,2090,2090,2093.02,2094.41,5000,8150,8150,8150,8150,8150,8150,6900
5600,4900,4000,4200,4500,4745,5600,6900,6900,6880,405,500,500,500,500,500,5000,8300,9000,9000,9000,9000,9000,6900
5600,5600,4500,4500,4500,5180,5600,6900,6900,6100,405,500,405,500,500,500,4109,8575.71,9000,9000,9000,9000,9000,6900
5600,5600,5477.91,5180,5494,4745,5600,6900,6900,5880,500,405,405,405,500,500,3750,9000,9000,9000,9000,9000,9000,6900
5600,3200,900,900,730,405,1450,2950,2450,1985,650,400,190,190,190,405,1250,5100,8700,9000,9000,9000,9000,6900
3200,900,100,100,100,404,730,2450,340,405,150,180,99,99,100,872,1482,3890,7450,8985,9000,9000,9000,6900
4500,3899,404,404,404,900,4200,6000,6060.42,5880,1695,1099,900,1099,1695,1695,4500,6979,9000,9000,9000,9000,9000,6900
4900,4100,3980,3965.54,3890.52,4000,4371.44,5600,6000,5000,2000,1678,1150,1678,1678,2047.64,3500,6200,9000,9000,9000,9000,9000,6750
5600,4756,4450,4298,4380,4750,4380,6000,6863.77,6900,4847,3400,2742,2918,2999,4177.2,4500,8800,9000,9000,9000,9000,9000,6900
5600,4450,4376,3980,4350,4380,5500,6700,6585,5600,4680,3278,2950.48,3278,3278,3610,4298,7500,9000,9000,9000,9000,9000,6900
5600,4760.42,4300,4000,4340,4350,5500,6800,6800,6800,5195,3694.76,3708,3693.71,3692.14,4980,5000,9000,9000,9000,9000,9000,9000,6900
4900,3658.31,3600,3600,3200,3098,3063,3950,4680,3384,2947,2247,1829,1150,646,2347,3100,6975,9000,9000,9000,9000,9000,6900
5180,4000,3400,2695,2520,2347,3000,640,640,1160,2000,500,200,200,404.99,1100.99,500,2798,8927.17,9000,9000,9000,9000,6900
5600,4946.33,4745,4745,4862.23,4745,5586,6000,6000,5740,4500,3200,3026.27,3193.71,3194.79,4700,4350,5980,9000,9000,9000,9000,9000,6900
5600,4099,4099,4100,4100,4100,5082,6000,5887.16,4598,2697,1141,901,1141,2090,2090,3900,5600,9000,9000,9000,9000,9000,6900
5600,5180,4340,4584.4,4500.04,4100,5295,5980,5300,3900,3856,300.99,100,209,301,1980,3450,4800,9000,9000,9000,9000,9000,6900
5600,4745,4600,4424,4340,4489,4802,5704,5600,4000,3600,203,80,80,203,1220,3062,4800,8927.69,9000,9000,9000,9000,6900
5600,5180,4813,4813,4745,4745,5200,6000,5600,3900,3350,500,207,500,500,1220,3671,5400,9000,9000,9000,9000,9000,6900
5600,5197.63,5201.73,5180,5197.65,5202.19,5600,4500,4000,3300,3300,2197,2197,2245,2144.87,3400,4500,6000,9000,9000,9000,9000,9000,6900
5600,5000,5000,4745,4745,4745,5600,6300,6300,5380,4000,1807,1807,1807,1449,1632,4500,6000,9000,9000,9000,9000,9000,6900
5600,5000,5000,5000,5000,5000,5600,6300,6300,5500,4000,1627.26,1623.68,1627.27,1625.13,1588,5600,9000,9000,9000,9000,9000,9000,6900
5600,5000,5000,5000,5000,5000,5600,6300,6300,5500,4000,1627.03,1623.91,1624.4,1625.12,1500,5600,9000,9000,9000,9000,9000,9000,6900
5600,5600,5365.54,5367.37,5366.02,5600,5600,6900,6870,6900,6751.89,3600,3600,3600,3600,3600,5600,9000,9000,9000,9000,9000,9000,6900
5600,5600,5500,5500,5500,5600,5600,6900,6900,6121,5000,3396,3396,3396,3424.82,3423.58,5325,9000,9000,9000,9000,9000,9000,6900
5600,5600,5400,5240,5240,5491.67,5600,6000,5877,4680,3100,1200,1000,405,2796,3619.2,4000,6500,9000,9000,9000,9000,9000,6900
5600,5600,5585,5547.85,5545.19,5546.39,5600,5031,4483,3430,2394,1994,1730,1372,1200,2194,3470,5600,7680,9000,9000,9000,9000,6900
5600,5600,5500,5500,5500,5200,5000,4100,2648.52,1980,950,405,405,402,800,750,2600,5200,7300,9000,9000,9000,9000,6900
5600,5600,5600,5579.08,5590.55,5600,5600,6379,6300,6900,6880.2,4306.9,4309.99,4350,4650,4650,5600,8699,9000,9000,9000,9000,9000,6900
5600,5600,5500,5467,5500,5569.06,5600,6900,6900,6900,6900,4350,4350,4329.01,4510,4650,5600,7500,9000,9000,9000,9000,9000,6900
5600,5578.25,4745,4546.15,4784,5200,5600,6850,6900,6900,6900,4350,4350,4350,4350,4350,5600,9000,9000,9000,9000,9000,9000,6900
5600,5300,4652.44,4745,4745,4826,5600,6850,6900,6900,6877.52,4980,4650,4350,4650,5100.44,5600,9000,9000,9000,9000,9000,9000,6900
5600,4780,1173,1750,1750,3900,5500,6600,6600,5800,3050,1120,999,200,402,1244,4500,8600,9000,9000,9000,9000,9000,6900
5600,5580.38,5577.13,5567.57,5577.47,5300,5100,4520.01,1350,1050,95,48,48,47,50,70,940,7500,8850,8900.95,9000,9000,8949.87,6900
5600,5547.69,5000,4826,4745,4620,4730,4100,4100,500,34,29,34,29,29,34,2649,4780,8600,8850,8850,9000,8925.35,6900
5600,5600,5582.19,5200,5200,5582.56,5581.1,6500,6500,5400,4136.18,3020,1247,100,405,2699,4650,8420.23,8850,9000,9000,9000,9000,6900
